SERIAL_NUMBER,LOCAL_CODE,LOCAL_NAME,YEAR,POPULATION,POPULATION_BIRTH,POPULATION_DEATH,POPULATION_DEATH_U1,GDP,GDP_PC,SANITATION,BIRTH_RATE,IMR,CMR,AGE,POPULATION_TARGET,INDICATOR,FL_DROPOUT,NU_DOSE_FIRST,NU_DOSE_FINAL,NU_DROPOUT,PC_DROPOUT,PC_COVERAGE,FL_GOAL,CAT_GOAL,MHDI_E_CATEGORY,MHDI_L_CATEGORY,MHDI_I_CATEGORY
2127,220240,Capitão de Campos,2021,11471,151,91,1,93963.327,8230.124113,8.09,13.1636,6.6225,7.933,0-1 year,151,FL_U1_BCG,0,,48,,,31.79,0,1,low,high,satisfactory
2128,220245,Capitão Gervásio Oliveira,2019,4100,41,29,2,34817.204,8492.000976,11.48,10,48.7805,7.0732,0-1 year,41,FL_U1_BCG,0,,14,,,34.15,0,1,low,satisfactory,satisfactory
2129,220245,Capitão Gervásio Oliveira,2020,4114,52,18,3,34817.204,8492.000976,11.48,12.6398,57.6923,4.3753,0-1 year,52,FL_U1_BCG,0,,20,,,38.46,0,1,low,satisfactory,satisfactory
2130,220245,Capitão Gervásio Oliveira,2021,4127,48,33,1,34817.204,8492.000976,11.48,11.6307,20.8333,7.9961,0-1 year,48,FL_U1_BCG,0,,35,,,72.92,0,2,low,satisfactory,satisfactory
2131,220250,Caracol,2019,10916,189,67,6,85092.112,7795.173324,25.11,17.314,31.746,6.1378,0-1 year,189,FL_U1_BCG,0,,88,,,46.56,0,1,low,high,satisfactory
2132,220250,Caracol,2020,10964,171,70,7,85092.112,7795.173324,25.11,15.5965,40.9357,6.3845,0-1 year,171,FL_U1_BCG,0,,68,,,39.77,0,1,low,high,satisfactory
2133,220250,Caracol,2021,11009,167,70,1,85092.112,7795.173324,25.11,15.1694,5.988,6.3584,0-1 year,167,FL_U1_BCG,0,,29,,,17.37,0,1,low,high,satisfactory
2134,220253,Caraúbas do Piauí,2019,5868,72,0,0,44683.188,7614.721881,4.6,12.2699,0,0,0-1 year,72,FL_U1_BCG,0,,16,,,22.22,0,1,low,high,low
2135,220253,Caraúbas do Piauí,2020,5890,71,0,0,44683.188,7614.721881,4.6,12.0543,0,0,0-1 year,71,FL_U1_BCG,0,,6,,,8.45,0,1,low,high,low
2136,220253,Caraúbas do Piauí,2021,5910,77,0,0,44683.188,7614.721881,4.6,13.0288,0,0,0-1 year,77,FL_U1_BCG,0,,3,,,3.9,0,1,low,high,low
2137,220255,Caridade do Piauí,2019,5067,79,26,1,41562.575,8202.600158,34.91,15.5911,12.6582,5.1312,0-1 year,79,FL_U1_BCG,0,,13,,,16.46,0,1,low,satisfactory,satisfactory
2138,220255,Caridade do Piauí,2020,5085,62,28,1,41562.575,8202.600158,34.91,12.1927,16.129,5.5064,0-1 year,62,FL_U1_BCG,0,,39,,,62.9,0,2,low,satisfactory,satisfactory
2139,220255,Caridade do Piauí,2021,5102,73,23,1,41562.575,8202.600158,34.91,14.3081,13.6986,4.508,0-1 year,73,FL_U1_BCG,0,,15,,,20.55,0,1,low,satisfactory,satisfactory
2140,220260,Castelo do Piauí,2019,19716,297,129,6,178487.361,9052.919507,6.54,15.0639,20.202,6.5429,0-1 year,297,FL_U1_BCG,0,,171,,,57.58,0,2,low,high,satisfactory
2141,220260,Castelo do Piauí,2020,19715,229,157,7,178487.361,9052.919507,6.54,11.6155,30.5677,7.9635,0-1 year,229,FL_U1_BCG,0,,1,,,0.44,0,1,low,high,satisfactory
2142,220260,Castelo do Piauí,2021,19716,253,190,2,178487.361,9052.919507,6.54,12.8322,7.9051,9.6368,0-1 year,253,FL_U1_BCG,0,,5,,,1.98,0,1,low,high,satisfactory
2143,220265,Caxingó,2019,5424,98,27,3,47556.369,8767.767146,5.2,18.0678,30.6122,4.9779,0-1 year,98,FL_U1_BCG,0,,7,,,7.14,0,1,low,satisfactory,low
2144,220265,Caxingó,2020,5451,91,37,2,47556.369,8767.767146,5.2,16.6942,21.978,6.7877,0-1 year,91,FL_U1_BCG,0,,5,,,5.49,0,1,low,satisfactory,low
2145,220265,Caxingó,2021,5477,89,0,0,47556.369,8767.767146,5.2,16.2498,0,0,0-1 year,89,FL_U1_BCG,0,,1,,,1.12,0,1,low,satisfactory,low
2146,220270,Cocal,2019,27787,418,176,8,235395.067,8471.409904,19.51,15.043,19.1388,6.3339,0-1 year,418,FL_U1_BCG,0,,48,,,11.48,0,1,low,satisfactory,satisfactory
2147,220270,Cocal,2020,27845,461,177,6,235395.067,8471.409904,19.51,16.5559,13.0152,6.3566,0-1 year,461,FL_U1_BCG,0,,39,,,8.46,0,1,low,satisfactory,satisfactory
2148,220270,Cocal,2021,27901,399,202,7,235395.067,8471.409904,19.51,14.3006,17.5439,7.2399,0-1 year,399,FL_U1_BCG,0,,51,,,12.78,0,1,low,satisfactory,satisfactory
2149,220271,Cocal de Telha,2019,4891,53,33,1,42150.908,8618.055203,8.04,10.8362,18.8679,6.7471,0-1 year,53,FL_U1_BCG,0,,7,,,13.21,0,1,low,high,satisfactory
2150,220271,Cocal de Telha,2020,4899,47,37,1,42150.908,8618.055203,8.04,9.5938,21.2766,7.5526,0-1 year,47,FL_U1_BCG,0,,27,,,57.45,0,2,low,high,satisfactory
2151,220271,Cocal de Telha,2021,4908,57,0,0,42150.908,8618.055203,8.04,11.6137,0,0,0-1 year,57,FL_U1_BCG,0,,20,,,35.09,0,1,low,high,satisfactory
2152,220272,Cocal dos Alves,2019,6153,93,30,3,51317.054,8340.168048,6.34,15.1146,32.2581,4.8757,0-1 year,93,FL_U1_BCG,0,,20,,,21.51,0,1,low,high,satisfactory
2153,220272,Cocal dos Alves,2020,6168,55,36,2,51317.054,8340.168048,6.34,8.917,36.3636,5.8366,0-1 year,55,FL_U1_BCG,0,,10,,,18.18,0,1,low,high,satisfactory
2154,220272,Cocal dos Alves,2021,6180,80,35,2,51317.054,8340.168048,6.34,12.945,25,5.6634,0-1 year,80,FL_U1_BCG,0,,13,,,16.25,0,1,low,high,satisfactory
2155,220273,Coivaras,2019,4020,52,0,0,33894.681,8431.512687,19.19,12.9353,0,0,0-1 year,52,FL_U1_BCG,0,,17,,,32.69,0,1,low,satisfactory,satisfactory
2156,220273,Coivaras,2020,4032,52,0,0,33894.681,8431.512687,19.19,12.8968,0,0,0-1 year,52,FL_U1_BCG,0,,24,,,46.15,0,1,low,satisfactory,satisfactory
2157,220273,Coivaras,2021,4044,46,0,0,33894.681,8431.512687,19.19,11.3749,0,0,0-1 year,46,FL_U1_BCG,0,,5,,,10.87,0,1,low,satisfactory,satisfactory
2158,220275,Colônia do Gurguéia,2019,6484,68,0,0,60812.639,9378.877082,2.63,10.4874,0,0,0-1 year,68,FL_U1_BCG,0,,19,,,27.94,0,1,satisfactory,high,satisfactory
2159,220275,Colônia do Gurguéia,2020,6516,71,50,1,60812.639,9378.877082,2.63,10.8963,14.0845,7.6734,0-1 year,71,FL_U1_BCG,0,,30,,,42.25,0,1,satisfactory,high,satisfactory
2160,220275,Colônia do Gurguéia,2021,6545,79,0,0,60812.639,9378.877082,2.63,12.0703,0,0,0-1 year,79,FL_U1_BCG,0,,30,,,37.97,0,1,satisfactory,high,satisfactory
2161,220277,Colônia do Piauí,2019,7656,78,47,2,58011.016,7577.196447,4.18,10.1881,25.641,6.139,0-1 year,78,FL_U1_BCG,0,,11,,,14.1,0,1,low,high,satisfactory
2162,220277,Colônia do Piauí,2020,7661,83,39,1,58011.016,7577.196447,4.18,10.8341,12.0482,5.0907,0-1 year,83,FL_U1_BCG,0,,2,,,2.41,0,1,low,high,satisfactory
2163,220277,Colônia do Piauí,2021,7665,94,0,0,58011.016,7577.196447,4.18,12.2635,0,0,0-1 year,94,FL_U1_BCG,0,,2,,,2.13,0,1,low,high,satisfactory
2164,220280,Conceição do Canindé,2019,4803,70,24,1,50831.653,10583.31314,4.26,14.5742,14.2857,4.9969,0-1 year,70,FL_U1_BCG,0,,11,,,15.71,0,1,low,high,satisfactory
2165,220280,Conceição do Canindé,2020,4807,56,0,0,50831.653,10583.31314,4.26,11.6497,0,0,0-1 year,56,FL_U1_BCG,0,,6,,,10.71,0,1,low,high,satisfactory
2166,220280,Conceição do Canindé,2021,4811,63,0,0,50831.653,10583.31314,4.26,13.095,0,0,0-1 year,63,FL_U1_BCG,0,,14,,,22.22,0,1,low,high,satisfactory
2167,220285,Coronel José Dias,2019,4682,48,0,0,39142.049,8360.112986,25.69,10.252,0,0,0-1 year,48,FL_U1_BCG,0,,23,,,47.92,0,1,low,satisfactory,satisfactory
2168,220285,Coronel José Dias,2020,4685,47,26,1,39142.049,8360.112986,25.69,10.032,21.2766,5.5496,0-1 year,47,FL_U1_BCG,0,,3,,,6.38,0,1,low,satisfactory,satisfactory
2169,220285,Coronel José Dias,2021,4688,39,0,0,39142.049,8360.112986,25.69,8.3191,0,0,0-1 year,39,FL_U1_BCG,0,,1,,,2.56,0,1,low,satisfactory,satisfactory
2170,220290,Corrente,2019,26644,435,151,6,450606.415,16912.11586,11.23,16.3264,13.7931,5.6673,0-1 year,435,FL_U1_BCG,0,,519,,,119.31,1,3,satisfactory,high,satisfactory
2171,220290,Corrente,2020,26709,462,179,6,450606.415,16912.11586,11.23,17.2975,12.987,6.7019,0-1 year,462,FL_U1_BCG,0,,782,,,150,1,4,satisfactory,high,satisfactory
2172,220290,Corrente,2021,26771,459,195,8,450606.415,16912.11586,11.23,17.1454,17.4292,7.284,0-1 year,459,FL_U1_BCG,0,,651,,,141.83,1,4,satisfactory,high,satisfactory
2173,220300,Cristalândia do Piauí,2019,8294,91,16,1,64999.343,7836.911382,17.83,10.9718,10.989,1.9291,0-1 year,91,FL_U1_BCG,0,,61,,,67.03,0,2,low,high,satisfactory
2174,220300,Cristalândia do Piauí,2020,8323,91,24,2,64999.343,7836.911382,17.83,10.9336,21.978,2.8836,0-1 year,91,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2175,220300,Cristalândia do Piauí,2021,8350,75,0,0,64999.343,7836.911382,17.83,8.982,0,0,0-1 year,75,FL_U1_BCG,0,,4,,,5.33,0,1,low,high,satisfactory
2176,220310,Cristino Castro,2019,10423,185,63,4,111084.122,10657.59589,11.01,17.7492,21.6216,6.0443,0-1 year,185,FL_U1_BCG,0,,62,,,33.51,0,1,low,satisfactory,satisfactory
2177,220310,Cristino Castro,2020,10444,185,81,1,111084.122,10657.59589,11.01,17.7135,5.4054,7.7556,0-1 year,185,FL_U1_BCG,0,,33,,,17.84,0,1,low,satisfactory,satisfactory
2178,220310,Cristino Castro,2021,10464,177,52,3,111084.122,10657.59589,11.01,16.9151,16.9492,4.9694,0-1 year,177,FL_U1_BCG,0,,12,,,6.78,0,1,low,satisfactory,satisfactory
2179,220320,Curimatá,2019,11388,202,65,7,111066.627,9752.952845,10.35,17.738,34.6535,5.7078,0-1 year,202,FL_U1_BCG,0,,149,,,73.76,0,2,satisfactory,satisfactory,satisfactory
2180,220320,Curimatá,2020,11426,182,69,1,111066.627,9752.952845,10.35,15.9286,5.4945,6.0389,0-1 year,182,FL_U1_BCG,0,,146,,,80.22,0,2,satisfactory,satisfactory,satisfactory
2181,220320,Curimatá,2021,11461,188,0,0,111066.627,9752.952845,10.35,16.4035,0,0,0-1 year,188,FL_U1_BCG,0,,143,,,76.06,0,2,satisfactory,satisfactory,satisfactory
2182,220323,Currais,2019,4954,71,17,1,199839.792,40339.07792,7.82,14.3319,14.0845,3.4316,0-1 year,71,FL_U1_BCG,0,,5,,,7.04,0,1,low,satisfactory,low
2183,220323,Currais,2020,4968,67,28,1,199839.792,40339.07792,7.82,13.4863,14.9254,5.6361,0-1 year,67,FL_U1_BCG,0,,1,,,1.49,0,1,low,satisfactory,low
2184,220323,Currais,2021,4982,90,32,1,199839.792,40339.07792,7.82,18.065,11.1111,6.4231,0-1 year,90,FL_U1_BCG,0,,2,,,2.22,0,1,low,satisfactory,low
2185,220325,Curralinhos,2019,4443,70,0,0,31609.074,7114.353815,24.72,15.7551,0,0,0-1 year,70,FL_U1_BCG,0,,51,,,72.86,0,2,low,high,satisfactory
2186,220325,Curralinhos,2020,4459,63,28,4,31609.074,7114.353815,24.72,14.1287,63.4921,6.2794,0-1 year,63,FL_U1_BCG,0,,1,,,1.59,0,1,low,high,satisfactory
2187,220325,Curralinhos,2021,4475,57,29,2,31609.074,7114.353815,24.72,12.7374,35.0877,6.4804,0-1 year,57,FL_U1_BCG,0,,3,,,5.26,0,1,low,high,satisfactory
2188,220327,Curral Novo do Piauí,2019,5343,93,0,0,58693.677,10985.15385,26.03,17.406,0,0,0-1 year,93,FL_U1_BCG,0,,42,,,45.16,0,1,low,satisfactory,satisfactory
2189,220327,Curral Novo do Piauí,2020,5367,86,20,2,58693.677,10985.15385,26.03,16.0238,23.2558,3.7265,0-1 year,86,FL_U1_BCG,0,,49,,,56.98,0,2,low,satisfactory,satisfactory
2190,220327,Curral Novo do Piauí,2021,5390,93,0,0,58693.677,10985.15385,26.03,17.2542,0,0,0-1 year,93,FL_U1_BCG,0,,2,,,2.15,0,1,low,satisfactory,satisfactory
2191,220330,Demerval Lobão,2019,13817,267,106,3,188867.348,13669.20084,9.44,19.324,11.236,7.6717,0-1 year,267,FL_U1_BCG,0,,35,,,13.11,0,1,satisfactory,high,satisfactory
2192,220330,Demerval Lobão,2020,13840,202,123,3,188867.348,13669.20084,9.44,14.5954,14.8515,8.8873,0-1 year,202,FL_U1_BCG,0,,41,,,20.3,0,1,satisfactory,high,satisfactory
2193,220330,Demerval Lobão,2021,13862,240,130,1,188867.348,13669.20084,9.44,17.3135,4.1667,9.3782,0-1 year,240,FL_U1_BCG,0,,17,,,7.08,0,1,satisfactory,high,satisfactory
2194,220335,Dirceu Arcoverde,2019,7011,105,25,1,56210.897,8017.529168,8.48,14.9765,9.5238,3.5658,0-1 year,105,FL_U1_BCG,0,,62,,,59.05,0,2,low,satisfactory,satisfactory
2195,220335,Dirceu Arcoverde,2020,7029,90,0,0,56210.897,8017.529168,8.48,12.8041,0,0,0-1 year,90,FL_U1_BCG,0,,16,,,17.78,0,1,low,satisfactory,satisfactory
2196,220335,Dirceu Arcoverde,2021,7046,102,0,0,56210.897,8017.529168,8.48,14.4763,0,0,0-1 year,102,FL_U1_BCG,0,,9,,,8.82,0,1,low,satisfactory,satisfactory
2197,220340,Dom Expedito Lopes,2019,6904,76,58,3,77405.12,11211.63384,6.18,11.0081,39.4737,8.4009,0-1 year,76,FL_U1_BCG,0,,1,,,1.32,0,1,low,high,satisfactory
2198,220340,Dom Expedito Lopes,2020,6922,61,45,1,77405.12,11211.63384,6.18,8.8125,16.3934,6.501,0-1 year,61,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2199,220340,Dom Expedito Lopes,2021,6940,74,0,0,77405.12,11211.63384,6.18,10.6628,0,0,0-1 year,74,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2200,220342,Domingos Mourão,2019,4355,44,0,0,35663.789,8189.159357,4.26,10.1033,0,0,0-1 year,44,FL_U1_BCG,0,,2,,,4.55,0,1,low,high,satisfactory
2201,220342,Domingos Mourão,2020,4354,48,37,2,35663.789,8189.159357,4.26,11.0243,41.6667,8.4979,0-1 year,48,FL_U1_BCG,0,,31,,,64.58,0,2,low,high,satisfactory
2202,220342,Domingos Mourão,2021,4352,57,29,1,35663.789,8189.159357,4.26,13.0974,17.5439,6.6636,0-1 year,57,FL_U1_BCG,0,,23,,,40.35,0,1,low,high,satisfactory
2203,220345,Dom Inocêncio,2019,9556,94,47,2,66044.492,6911.311427,27.87,9.8368,21.2766,4.9184,0-1 year,94,FL_U1_BCG,0,,44,,,46.81,0,1,low,high,low
2204,220345,Dom Inocêncio,2020,9565,95,0,0,66044.492,6911.311427,27.87,9.932,0,0,0-1 year,95,FL_U1_BCG,0,,40,,,42.11,0,1,low,high,low
2205,220345,Dom Inocêncio,2021,9574,102,43,1,66044.492,6911.311427,27.87,10.6539,9.8039,4.4913,0-1 year,102,FL_U1_BCG,0,,28,,,27.45,0,1,low,high,low
2206,220350,Elesbão Veloso,2019,14602,153,112,1,151185.791,10353.77284,2.68,10.478,6.5359,7.6702,0-1 year,153,FL_U1_BCG,0,,48,,,31.37,0,1,low,high,satisfactory
2207,220350,Elesbão Veloso,2020,14575,162,148,3,151185.791,10353.77284,2.68,11.1149,18.5185,10.1544,0-1 year,162,FL_U1_BCG,0,,37,,,22.84,0,1,low,high,satisfactory
2208,220350,Elesbão Veloso,2021,14550,135,127,3,151185.791,10353.77284,2.68,9.2784,22.2222,8.7285,0-1 year,135,FL_U1_BCG,0,,57,,,42.22,0,1,low,high,satisfactory
2209,220360,Eliseu Martins,2019,4915,53,35,1,50288.286,10231.5943,0.63,10.7833,18.8679,7.1211,0-1 year,53,FL_U1_BCG,0,,22,,,41.51,0,1,low,satisfactory,satisfactory
2210,220360,Eliseu Martins,2020,4930,51,41,3,50288.286,10231.5943,0.63,10.3448,58.8235,8.3164,0-1 year,51,FL_U1_BCG,0,,13,,,25.49,0,1,low,satisfactory,satisfactory
2211,220360,Eliseu Martins,2021,4943,52,49,1,50288.286,10231.5943,0.63,10.5199,19.2308,9.913,0-1 year,52,FL_U1_BCG,0,,4,,,7.69,0,1,low,satisfactory,satisfactory
2212,220370,Esperantina,2019,39737,619,271,13,407656.285,10258.85912,7.09,15.5774,21.0016,6.8198,0-1 year,619,FL_U1_BCG,0,,648,,,104.68,1,3,low,high,satisfactory
2213,220370,Esperantina,2020,39848,624,286,10,407656.285,10258.85912,7.09,15.6595,16.0256,7.1773,0-1 year,624,FL_U1_BCG,0,,824,,,132.05,1,4,low,high,satisfactory
2214,220370,Esperantina,2021,39953,616,344,8,407656.285,10258.85912,7.09,15.4181,12.987,8.6101,0-1 year,616,FL_U1_BCG,0,,676,,,109.74,1,3,low,high,satisfactory
2215,220375,Fartura do Piauí,2019,5307,90,20,1,32922.863,6203.66742,21.11,16.9587,11.1111,3.7686,0-1 year,90,FL_U1_BCG,0,,24,,,26.67,0,1,low,satisfactory,satisfactory
2216,220375,Fartura do Piauí,2020,5319,75,19,1,32922.863,6203.66742,21.11,14.1004,13.3333,3.5721,0-1 year,75,FL_U1_BCG,0,,8,,,10.67,0,1,low,satisfactory,satisfactory
2217,220375,Fartura do Piauí,2021,5330,71,0,0,32922.863,6203.66742,21.11,13.3208,0,0,0-1 year,71,FL_U1_BCG,0,,2,,,2.82,0,1,low,satisfactory,satisfactory
2218,220380,Flores do Piauí,2019,4463,60,38,1,40119.39,8989.332288,6.86,13.4439,16.6667,8.5145,0-1 year,60,FL_U1_BCG,0,,32,,,53.33,0,2,low,satisfactory,satisfactory
2219,220380,Flores do Piauí,2020,4462,50,31,3,40119.39,8989.332288,6.86,11.2057,60,6.9476,0-1 year,50,FL_U1_BCG,0,,2,,,4,0,1,low,satisfactory,satisfactory
2220,220380,Flores do Piauí,2021,4461,49,33,1,40119.39,8989.332288,6.86,10.9841,20.4082,7.3974,0-1 year,49,FL_U1_BCG,0,,1,,,2.04,0,1,low,satisfactory,satisfactory
2221,220385,Floresta do Piauí,2019,2558,23,0,0,22071.745,8628.516419,5.92,8.9914,0,0,0-1 year,23,FL_U1_BCG,0,,5,,,21.74,0,1,low,high,satisfactory
2222,220385,Floresta do Piauí,2020,2560,19,0,0,22071.745,8628.516419,5.92,7.4219,0,0,0-1 year,19,FL_U1_BCG,0,,4,,,21.05,0,1,low,high,satisfactory
2223,220385,Floresta do Piauí,2021,2561,25,0,0,22071.745,8628.516419,5.92,9.7618,0,0,0-1 year,25,FL_U1_BCG,0,,2,,,8,0,1,low,high,satisfactory
2224,220390,Floriano,2019,59935,903,420,17,1199503.266,20013.40229,2.53,15.0663,18.8261,7.0076,0-1 year,903,FL_U1_BCG,0,,2369,,,150,1,4,satisfactory,high,satisfactory
2225,220390,Floriano,2020,60025,881,517,19,1199503.266,20013.40229,2.53,14.6772,21.5664,8.6131,0-1 year,881,FL_U1_BCG,0,,2724,,,150,1,4,satisfactory,high,satisfactory
2226,220390,Floriano,2021,60111,925,522,8,1199503.266,20013.40229,2.53,15.3882,8.6486,8.6839,0-1 year,925,FL_U1_BCG,0,,3854,,,150,1,4,satisfactory,high,satisfactory
2227,220400,Francinópolis,2019,5348,58,0,0,39861.459,7453.526365,2.28,10.8452,0,0,0-1 year,58,FL_U1_BCG,0,,15,,,25.86,0,1,low,satisfactory,satisfactory
2228,220400,Francinópolis,2020,5347,46,0,0,39861.459,7453.526365,2.28,8.603,0,0,0-1 year,46,FL_U1_BCG,0,,3,,,6.52,0,1,low,satisfactory,satisfactory
2229,220400,Francinópolis,2021,5345,66,55,1,39861.459,7453.526365,2.28,12.348,15.1515,10.29,0-1 year,66,FL_U1_BCG,0,,2,,,3.03,0,1,low,satisfactory,satisfactory
2230,220410,Francisco Ayres,2019,4348,64,30,1,38440.687,8841.00437,1.8,14.7194,15.625,6.8997,0-1 year,64,FL_U1_BCG,0,,8,,,12.5,0,1,low,high,satisfactory
2231,220410,Francisco Ayres,2020,4323,56,45,2,38440.687,8841.00437,1.8,12.954,35.7143,10.4094,0-1 year,56,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2232,220410,Francisco Ayres,2021,4300,62,0,0,38440.687,8841.00437,1.8,14.4186,0,0,0-1 year,62,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2233,220415,Francisco Macedo,2019,3184,24,24,1,32225.552,10121.09045,15.21,7.5377,41.6667,7.5377,0-1 year,24,FL_U1_BCG,0,,14,,,58.33,0,2,low,satisfactory,satisfactory
2234,220415,Francisco Macedo,2020,3200,31,0,0,32225.552,10121.09045,15.21,9.6875,0,0,0-1 year,31,FL_U1_BCG,0,,2,,,6.45,0,1,low,satisfactory,satisfactory
2235,220415,Francisco Macedo,2021,3216,31,0,0,32225.552,10121.09045,15.21,9.6393,0,0,0-1 year,31,FL_U1_BCG,0,,0,,,0,0,1,low,satisfactory,satisfactory
2236,220420,Francisco Santos,2019,9319,86,52,2,77430.607,8308.896555,7.24,9.2285,23.2558,5.58,0-1 year,86,FL_U1_BCG,0,,21,,,24.42,0,1,low,high,satisfactory
2237,220420,Francisco Santos,2020,9372,89,51,3,77430.607,8308.896555,7.24,9.4964,33.7079,5.4417,0-1 year,89,FL_U1_BCG,0,,23,,,25.84,0,1,low,high,satisfactory
2238,220420,Francisco Santos,2021,9423,72,55,2,77430.607,8308.896555,7.24,7.6409,27.7778,5.8368,0-1 year,72,FL_U1_BCG,0,,32,,,44.44,0,1,low,high,satisfactory
2239,220430,Fronteiras,2019,11625,137,69,2,111442.76,9586.473978,9.55,11.7849,14.5985,5.9355,0-1 year,137,FL_U1_BCG,0,,118,,,86.13,0,2,satisfactory,satisfactory,satisfactory
2240,220430,Fronteiras,2020,11659,134,78,2,111442.76,9586.473978,9.55,11.4933,14.9254,6.6901,0-1 year,134,FL_U1_BCG,0,,63,,,47.01,0,1,satisfactory,satisfactory,satisfactory
2241,220430,Fronteiras,2021,11690,95,63,2,111442.76,9586.473978,9.55,8.1266,21.0526,5.3892,0-1 year,95,FL_U1_BCG,0,,44,,,46.32,0,1,satisfactory,satisfactory,satisfactory
2242,220435,Geminiano,2019,5442,83,0,0,49986.804,9185.37376,6.25,15.2517,0,0,0-1 year,83,FL_U1_BCG,0,,13,,,15.66,0,1,low,high,satisfactory
2243,220435,Geminiano,2020,5460,93,0,0,49986.804,9185.37376,6.25,17.033,0,0,0-1 year,93,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2244,220435,Geminiano,2021,5477,91,44,1,49986.804,9185.37376,6.25,16.6149,10.989,8.0336,0-1 year,91,FL_U1_BCG,0,,0,,,0,0,1,low,high,satisfactory
2245,220440,Gilbués,2019,10690,201,53,6,258571.336,24188.15117,15.53,18.8026,29.8507,4.9579,0-1 year,201,FL_U1_BCG,0,,47,,,23.38,0,1,low,high,satisfactory
2246,220440,Gilbués,2020,10694,185,0,0,258571.336,24188.15117,15.53,17.2994,0,0,0-1 year,185,FL_U1_BCG,0,,11,,,5.95,0,1,low,high,satisfactory
2247,220440,Gilbués,2021,10698,172,61,2,258571.336,24188.15117,15.53,16.0778,11.6279,5.702,0-1 year,172,FL_U1_BCG,0,,9,,,5.23,0,1,low,high,satisfactory
2248,220450,Guadalupe,2019,10499,176,84,1,584566.731,55678.3247,12.22,16.7635,5.6818,8.0008,0-1 year,176,FL_U1_BCG,0,,40,,,22.73,0,1,satisfactory,high,satisfactory
2249,220450,Guadalupe,2020,10497,151,57,7,584566.731,55678.3247,12.22,14.3851,46.3576,5.4301,0-1 year,151,FL_U1_BCG,0,,17,,,11.26,0,1,satisfactory,high,satisfactory
2250,220450,Guadalupe,2021,10496,150,72,6,584566.731,55678.3247,12.22,14.2912,40,6.8598,0-1 year,150,FL_U1_BCG,0,,51,,,34,0,1,satisfactory,high,satisfactory
2251,220455,Guaribas,2019,4562,67,0,0,34918.427,7654.192679,3.8,14.6865,0,0,0-1 year,67,FL_U1_BCG,0,,31,,,46.27,0,1,low,satisfactory,low
2252,220455,Guaribas,2020,4568,69,0,0,34918.427,7654.192679,3.8,15.1051,0,0,0-1 year,69,FL_U1_BCG,0,,34,,,49.28,0,1,low,satisfactory,low
2253,220455,Guaribas,2021,4573,85,0,0,34918.427,7654.192679,3.8,18.5874,0,0,0-1 year,85,FL_U1_BCG,0,,21,,,24.71,0,1,low,satisfactory,low
2254,220460,Hugo Napoleão,2019,3877,44,0,0,30136.326,7773.104462,7.84,11.349,0,0,0-1 year,44,FL_U1_BCG,0,,24,,,54.55,0,2,satisfactory,high,satisfactory
2255,220460,Hugo Napoleão,2020,3879,63,0,0,30136.326,7773.104462,7.84,16.2413,0,0,0-1 year,63,FL_U1_BCG,0,,19,,,30.16,0,1,satisfactory,high,satisfactory
2256,220460,Hugo Napoleão,2021,3880,49,0,0,30136.326,7773.104462,7.84,12.6289,0,0,0-1 year,49,FL_U1_BCG,0,,19,,,38.78,0,1,satisfactory,high,satisfactory
2257,220465,Ilha Grande,2019,9426,138,0,0,76277.857,8092.282729,17.82,14.6404,0,0,0-1 year,138,FL_U1_BCG,0,,8,,,5.8,0,1,low,satisfactory,satisfactory
2258,220465,Ilha Grande,2020,9457,157,0,0,76277.857,8092.282729,17.82,16.6015,0,0,0-1 year,157,FL_U1_BCG,0,,7,,,4.46,0,1,low,satisfactory,satisfactory
2259,220465,Ilha Grande,2021,9487,158,96,1,76277.857,8092.282729,17.82,16.6544,6.3291,10.1191,0-1 year,158,FL_U1_BCG,0,,8,,,5.06,0,1,low,satisfactory,satisfactory
2260,220470,Inhuma,2019,15308,173,107,2,142382.819,9301.203227,1.23,11.3013,11.5607,6.9898,0-1 year,173,FL_U1_BCG,0,,33,,,19.08,0,1,satisfactory,high,satisfactory
2261,220470,Inhuma,2020,15319,179,141,3,142382.819,9301.203227,1.23,11.6848,16.7598,9.2043,0-1 year,179,FL_U1_BCG,0,,24,,,13.41,0,1,satisfactory,high,satisfactory
2262,220470,Inhuma,2021,15330,160,109,2,142382.819,9301.203227,1.23,10.4371,12.5,7.1102,0-1 year,160,FL_U1_BCG,0,,15,,,9.38,0,1,satisfactory,high,satisfactory
2263,220480,Ipiranga do Piauí,2019,9811,132,76,2,75396.131,7684.856895,5.02,13.4543,15.1515,7.7464,0-1 year,132,FL_U1_BCG,0,,0,,,0,0,1,satisfactory,high,satisfactory
2264,220480,Ipiranga do Piauí,2020,9838,107,77,2,75396.131,7684.856895,5.02,10.8762,18.6916,7.8268,0-1 year,107,FL_U1_BCG,0,,1,,,0.93,0,1,satisfactory,high,satisfactory
